Value,MakeModel
0.015147853522639546,FIAT-SEICENTO FIAT 600
0.03883462558319068,MERCEDES-BENZ-C 270
0.07146645185110596,PEUGEOT-508
0.06304501057295338,MERCEDES-BENZ-VITO 111 CDI
0.048659080992179374,SCION-XD
0.0702368677206055,INFINITI-G37
0.060413519954351694,FORD-ECOSPORT
0.0003893532037726983,BMW-340
0.02672775484174135,VOLKSWAGEN-PASSAT B5
0.025150203067834727,VOLKSWAGEN-POLO GTI 16V
0.10409492162588528,SUBARU-XV HYBRID
0.23672674789380055,BMW-X6 GERMANY
0.014990098345248884,MAZDA-323 F
0.008834289933877085,NISSAN-LEAF
0.05251904809854664,HYUNDAI-ELANTRA LIMITEDI
0.16304501057295337,FORD-MUSTANG ECOBOOST
0.07251703420266506,TOYOTA-SIENTA LE
0.013983150404457422,MINI-ONE
0.03883462558319068,AUDI-TT
0.0038599671063672676,VAZ-2109
0.16304501057295337,MERCEDES-BENZ-ML 500 AMG
0.003044339274326184,MITSUBISHI-SPACE RUNNER
0.12093780418219045,INFINITI-Q50 S RED
0.13567616554224146,NISSAN-QASHQAI SPORT
0.14514818917195316,MERCEDES-BENZ-S 350 CDI 320
0.48409693552176686,BMW-M4 COMPETITION
0.051465109253851574,OPEL-ASTRA GTC 1.9 TURBO DIES
0.18113650857583996,ASTON MARTIN-VIRAGE
0.6483066492129024,MERCEDES-BENZ-GLE 400 COUPE. AMG KIT
0.19199140737757192,MERCEDES-BENZ-ML 300
0.018833282985936294,HONDA-400X
0.5472527103682073,BMW-M6 GRAN CUPE
0.01672876178968214,CITROEN-C1 C
0.02199174302688551,NISSAN-MOCO
0.02725472426408888,OPEL-MONTEREY
0.1262007854193938,PEUGEOT-3008
0.004249320310139966,VAZ-2101 01
0.04199140737757191,MERCEDES-BENZ-B 200
0.015661396972443193,OPEL-FRONTERA A B
0.03778068673849562,MERCEDES-BENZ-C 240 W203
0.029359245460343034,OPEL-VECTRA H
0.12093780418219045,MERCEDES-BENZ-CLA 250 AMG
0.061991071728258317,TOYOTA-HIGHLANDER 2.4
0.2994226831806129,MERCEDES-BENZ-SPRINTER 516
0.014990098345248884,ALFA ROMEO-166
0.018833282985936294,CHRYSLER-PT CRUISER PT CRUISER
0.02672775484174135,PEUGEOT-807
0.06725405296546169,TOYOTA-PRIUS C 80 ORIGINAL
0.060937132883563255,INFINITI-G35 X
0.04409760682039405,HONDA-INSIGHT LX
0.08409693552176686,JEEP-PATRIOT 70TH ANNIVERSARY
0.0230423253784446,MERCEDES-BENZ-CLK 320 AVANGARDE
0.005675829892927869,FORD-SCORPIO
0.025150203067834727,MITSUBISHI-AIRTREK TURBO
0.11567482294498707,AUDI-A6 PREMIUM PLUS
0.1335716443459873,LAND ROVER-DISCOVERY IV
0.47356761655422414,MERCEDES-BENZ-GLC 250
0.020937804182190448,BMW-318 318
0.06830799181015675,INFINITI-Q45
0.07988453663612258,NISSAN-SILVIA
0.022518712449233043,OPEL-ASTRA GI
0.0032423723693485048,MERCEDES-BENZ-GLS 63 AMG
0.10514886047058034,MERCEDES-BENZ-SPRINTER 315CDI-XL
0.17419024603094688,TOYOTA-LAND CRUISER 200
0.03883462558319068,MERCEDES-BENZ-GL 500
0.03672674789380056,HONDA-FIT GP-6
0.06304501057295338,BMW-530 525I
0.2588326116873091,MERCEDES-BENZ-GLA 200
0.11567482294498707,LEXUS-IS 350 C
0.04409760682039405,MERCEDES-BENZ-B 200 TURBO
0.020410834759842917,MERCEDES-BENZ-CLK 200 KOMPRESOR
0.011969254522874501,RENAULT-MEGANE 5
0.05988655053200416,MERCEDES-BENZ-C 300 SPORT
0.034095257275198874,BUICK-ENCLAVE
0.02199174302688551,DAEWOO-MATIZ
0.06514953176920753,HYUNDAI-ELANTRA I30
0.0719917430268855,TOYOTA-PRIUS PLUG IN
0.06830799181015675,MERCEDES-BENZ-G 230 2.2CDI
0.1062027993152754,BMW-X5 DIESEL
0.06620011412076662,CITROEN-DS 4
0.09386768704058,BMW-520 D XDRIVE LUXURY
0.01777934414124123,OPEL-VECTRA 1.6
0.08251602725472426,HONDA-HR-V EXL
3.3564931359715368e-06,TOYOTA-MARK X ZIO
0.28409693552176685,AUDI-ALLROAD ALLROAD
0.045148189171953144,TOYOTA-AQUA SPORT
0.029359245460343034,NISSAN-ALMERA DCI
0.09778135803712282,SUBARU-IMPREZA SPORT
0.019887221830631355,VOLKSWAGEN-BORA
0.07760547779679791,FORD-FUSION HYBRID
0.05778202933575001,MERCEDES-BENZ-VITO 111
0.015674822944987076,VAZ-2105
0.02501762158896385,JAGUAR-DAIMLER
0.05988655053200416,VOLKSWAGEN-JETTA SEI
0.04352029000100695,MERCEDES-BENZ-SPRINTER 308 CDI
0.00011747725975900379,ACURA-TL SABER
0.11567482294498707,FORD-COURIER
0.07357097304736011,MERCEDES-BENZ-SPRINTER EURO4
0.02620078541939382,MAZDA-MPV LX
0.06672708354311416,TOYOTA-YARIS SE
0.10283288020675997,MERCEDES-BENZ-VIANO AMBIENTE
0.07251703420266506,BMW-118 M-SPORT LCI
0.23146376665659718,VOLKSWAGEN-CRAFTER 2.5 TDI
0.08725539556271607,LEXUS-CT 200H 1.8
0.024096264223139662,GMC-ENVOY
0.025150203067834727,OPEL-COMBO 1700
0.061991071728258317,VOLKSWAGEN-PASSAT TDI SEL
0.03793508542275031,MERCEDES-BENZ-B 180
0.13935823851240225,HYUNDAI-SANTA FE SPORT
0.018833282985936294,ZAZ-969 LUAZ
0.0988319403886819,MERCEDES-BENZ-C 250 1.8 TURBO
0.15778202933575,TOYOTA-HIGHLANDER XLE
0.12935924546034303,MERCEDES-BENZ-VITO 115
0.024096264223139662,ISUZU-WIZARD
0.046202128016648206,HYUNDAI-SONATA SE LIMITED
0.07146645185110596,TOYOTA-PRIUS 1.8
0.07357097304736011,HYUNDAI-H1 STARIXS
0.03146376665659719,NISSAN-SKYLINE GT250
0.018833282985936294,SUBARU-SAMBAR
0.041466116201792365,HYUNDAI-ACCENT GS
0.1262007854193938,TOYOTA-COROLLA SE
0.6486523680059074,MERCEDES-BENZ-GLE 400
0.07146645185110596,AUDI-A5 SPORTBACK
0.049622394522203205,MAZDA-MAZDA 5
0.13935991675897022,BMW-X5 35D
0.060937132883563255,DODGE-CHARGER RT
0.2684053301110999,PEUGEOT-3008 2.0
0.09672741919242775,MERCEDES-BENZ-C 250 AMG-PAKET-1.8
0.058834289933877085,FORD-TRANSIT 2.4
0.015674822944987076,BMW-525 VANOS
0.24725271036820728,BMW-635
0.015674822944987076,NISSAN-PRIMERA
0.03581713825395227,CHEVROLET-NIVA
0.02103178598999765,BMW-7.30E 34
0.10304433927432619,BMW-335 M PAKET
0.034095257275198874,MERCEDES-BENZ-B 170 B CLASS
0.2526298123720337,SUZUKI-JIMNY GLX
0.03030577652468701,SUBARU-B9 TRIBECA
0.009948645655019635,PEUGEOT-206 CC
0.03146376665659719,MERCEDES-BENZ-S 430 4.3
0.05251904809854664,MERCEDES-BENZ-E 220 211
0.25146510925385157,MERCEDES-BENZ-SL 55 AMG
0.04883361863524989,RENAULT-MEGANE 1.9 CDI
0.08058829255194172,BMW-X5 E70
0.01834659148122042,NISSAN-LAFESTA
0.01146578055247877,JAGUAR-XK
0.03672674789380056,MERCEDES-BENZ-E 220 ELEGANCE
0.03672674789380056,MERCEDES-BENZ-S 420
0.0008324102977209411,BUICK-REGAL
0.06725405296546169,MERCEDES-BENZ-ML 350 SPECIAL EDITION
0.01146578055247877,MERCEDES-BENZ-E 260
0.051465109253851574,TOYOTA-PRIUS C HYBRID
0.06936025240828382,NISSAN-JUKE JUKE
0.05041117040915651,HONDA-FIT HYBRID
0.046202128016648206,CHRYSLER-CROSSFIRE
0.061991071728258317,MINI-COOPER F-56
0.2104118417077837,BMW-X6 LIMITED
0.013570301748732925,JAGUAR-S-TYPE
0.00928406001409727,VAZ-2103 03
0.016727083543114155,MITSUBISHI-GALANT
0.05462356929480079,VOLVO-V50
0.0552008861141879,DODGE-CALIBER JOURNEY
0.025150203067834727,MERCEDES-BENZ-CLK 200 208
0.028832276037995503,NISSAN-TERRANO
0.03672674789380056,MERCEDES-BENZ-V 230
0.03672674789380056,PEUGEOT-407
0.04352029000100695,AUDI-S6
0.06304501057295338,MERCEDES-BENZ-CLK 350
0.0678548652368006,TOYOTA-CAMRY XSE
0.05041117040915651,FIAT-500 SPORT PANORAMA
0.041989729131003926,MERCEDES-BENZ-B 170 EDITION ONE
0.06830799181015675,VOLKSWAGEN-CRAFTER 2.5TDI
0.10514886047058034,BMW-740 I
0.02002483804920619,MITSUBISHI-GALANT GTS
0.02723122881213708,HONDA-FIT PREMIUMI
0.05409659987245326,HYUNDAI-ELANTRA GS
0.07251703420266506,CADILLAC-DTS
0.06830799181015675,KIA-OPTIMA HYBID
0.3367267478938006,PORSCHE-PANAMERA GTS
0.01882321350652838,FORD-SIERRA DIZEL
0.47356761655422414,MERCEDES-BENZ-GLE 43 AMG
0.06830799181015675,VOLKSWAGEN-PASSAT TSI-SE
0.030413184305038095,VOLKSWAGEN-CADDY CADI
0.05251904809854664,TOYOTA-LAND CRUISER 80
0.10514886047058034,MINI-PACEMAN
0.04725606686134327,FORD-TAURUS X
0.11883328298593629,CHEVROLET-CAMARO RS
0.02620078541939382,MERCEDES-BENZ-E 290
0.0010606518309670056,BMW-535 M
0.02199174302688551,MERCEDES-BENZ-C 230 2.0 KOMPRESOR
0.05567415164635988,NISSAN-MICRA  DIESEL
0.03672674789380056,HYUNDAI-I20
0.07883395428456348,TOYOTA-PRIUS PLAGIN
0.03672674789380056,FIAT-PUNTO
0.04725606686134327,TOYOTA-PRIUS 3
0.04409760682039405,TOYOTA-RAV 4 L
0.034095257275198874,TOYOTA-BB
0.24198972913100392,MERCEDES-BENZ-VITO EXTRA LONG
0.06830799181015675,HONDA-CROSSTOUR
0.13146376665659718,TOYOTA-CAMRY SE HIBRYD
0.13567616554224146,BMW-428 I
0.0704125130064109,NISSAN-JUKE TURBO
0.05251904809854664,MOSKVICH-400
0.10175880240324908,HYUNDAI-I40
0.03146376665659719,NISSAN-VERSA S
0.03146376665659719,HONDA-LEGEND FULL
0.2630450105729534,BMW-650 450 HP
0.02723122881213708,HONDA-FIT PREMIUM PAKETI
0.2262007854193938,MERCEDES-BENZ-C 300 6.3 AMG PACKAGE
0.05567415164635988,MITSUBISHI-LANCER GTS
0.020937804182190448,MERCEDES-BENZ-VITO 110D
0.3051488604705803,FORD-RANGER WILDTRAK
0.038832947336622695,BMW-530 I
0.03672674789380056,VOLKSWAGEN-JETTA S
0.0346222266975464,MINI-COOPER CLUBMAN
0.31230490383647164,CHEVROLET-COLORADO
0.1104118417077837,MERCEDES-BENZ-E 200 CGI
0.02199174302688551,VOLKSWAGEN-JETTA 2
0.030413184305038095,VOLKSWAGEN-GOLF GOLF 5
0.023381331185177726,MERCEDES-BENZ-E 200 2000
0.03357164434598731,HONDA-INTEGRA
0.10725338166683449,SUBARU-IMPREZA WRX STI LIMITED
0.09988587923337697,MERCEDES-BENZ-CL 55 AMG KOMPRESSOR
0.2304131843050381,TOYOTA-TACOMA TRD OFF ROAD
0.049360588057597424,MITSUBISHI-DELICA 5
0.0003390058067331252,TOYOTA-COROLLA 140
0.07936092370691102,MINI-COOPER S
0.24093914677944483,TOYOTA-RAV 4 SUPER
0.019887221830631355,MITSUBISHI-PAJERO MINI 2010
0.05251904809854664,CHEVROLET-CRUZE LT RS
0.003745846339744235,VAZ-2111
0.013570301748732925,BMW-316 1995
0.1304131843050381,AUDI-A6 C7
0.034095257275198874,OPEL-ASTRA A.H
0.04687678313697848,SUZUKI-HUSTLER
0.051465109253851574,HONDA-STEP WAGON RG2 SPADA
0.05778202933575001,VOLKSWAGEN-JETTA HYBRID
0.027234585305273052,HONDA-FIT NAVI PREMIUM
0.04725438861477528,HONDA-CIVIC HYBRID
0.09988587923337697,BMW-Z4 3.0 SI
0.05672809049105495,VOLKSWAGEN-JETTA 1.4 TURBO
0.5051488604705804,JAGUAR-F-TYPE R
0.039885207934749776,SUBARU-FORESTER L.L.BEAN
0.05778202933575001,HYUNDAI-SONATA SE
0.023381331185177726,MERCEDES-BENZ-S 500 67
0.05988655053200416,OPEL-INSIGNIA
0.03883462558319068,MERCEDES-BENZ-ML 320 AMG
0.0704125130064109,FORD-ESCAPE ESCAPE
0.0819924143255127,HYUNDAI-VERACRUZ
0.00827711207330581,VOLVO-940
0.02620078541939382,GAZ-31105
0.015674822944987076,HYUNDAI-GALLOPER
0.03672674789380056,BMW-325 XI
0.030413184305038095,TOYOTA-CAMI
0.039885207934749776,VOLKSWAGEN-T5
0.05830564226496157,VOLKSWAGEN-TIGUAN SE
0.01834659148122042,AUDI-A6 EVROPULI
0.0588326116873091,TOYOTA-PRIUS C YARIS IA
0.11883328298593629,MERCEDES-BENZ-CL550 AMG
0.03672674789380056,SUBARU-OUTBACK 3.0
0.028305306615647972,MERCEDES-BENZ-A 170 AVANGARD
0.037253717316148086,TOYOTA-PRIUS C 1.5I
0.049360588057597424,JEEP-PATRIOT LATITUDE
0.02199174302688551,CHEVROLET-KALOS
0.03935823851240224,AUDI-A4 SLINE
0.14409760682039405,MERCEDES-BENZ-ML 550
0.10199040042963112,HONDA-RIDGELINE
0.06830799181015675,TOYOTA-PRIUS V HIBRID
0.03883462558319068,VOLVO-XC90 2.5TURBO
0.04462121974960561,FORD-FOCUS SEL
0.025673815997046285,CHEVROLET-CRUZE S
0.13146376665659718,MERCEDES-BENZ-SLK 350 300
0.09988587923337697,LEXUS-RX 400 H
0.06304501057295338,KIA-OPTIMA K5
0.10514886047058034,BMW-X5 SPORT
0.2893599167589702,BMW-X6 40D
0.24198972913100392,JAGUAR-XE
0.07672943308830933,BMW-528 3.0
0.03357164434598731,GREATWALL-C30
0.024096264223139662,SUBARU-OUTBACK 2007
0.046202128016648206,FORD-FUSION HYBRID SE
0.05251904809854664,NISSAN-VERSA SE
0.06830799181015675,MERCEDES-BENZ-VITO EXSTRALONG
0.028305306615647972,MERCEDES-BENZ-C 240 W 203
0.15251569160541067,MERCEDES-BENZ-VITO EXTRALONG
0.049360588057597424,MERCEDES-BENZ-E 500 AVG
0.06304501057295338,HONDA-FIT LX
0.04956197764575571,SUZUKI-EVERY LANDY NISSAN SEREN
0.04725606686134327,MERCEDES-BENZ-CL 600
0.010411841707783708,MERCEDES-BENZ-E 230 124
0.21567482294498708,LEXUS-RX 450 F SPORT
0.039885207934749776,TOYOTA-PRIUS C AQUA
